2000人以上,"工程师氛围,弹性工作,扁平管理,上班不打卡",1-3年,不限,大数据开发工程师,20k-40k,有赞,杭州有赞科技有限公司
150-500人,"股票期权,弹性工作,领导好,五险一金",应届毕业生,本科,数据分析实习生 (MJ000087),3k-4k,袋鼠云,杭州玳数科技有限公司
2000人以上,"工程师氛围,弹性工作,扁平管理,上班不打卡",不限,不限,数据仓库工程师,20k-40k,有赞,杭州有赞科技有限公司
15-50人,,1-3年,本科,数据分析师,10k-13k,杭州众数信息技术有限公司,杭州众数信息技术有限公司
500-2000人,"专项奖金,股票期权,带薪年假,绩效奖金",3-5年,硕士,大数据开发工程师,15k-25k,ZOOM,软视视频软件（杭州）有限公司
150-500人,,应届毕业生,大专,数据分析实习,3k-4k,迪欧达,浙江迪欧达实业有限公司
500-2000人,"5星办公环境,年底奖金,团队牛B,五险一金",1-3年,本科,大数据开发,15k-25k,涂鸦智能,杭州涂鸦信息技术有限公司
50-150人,"股票期权,绩效奖金,带薪年假,弹性工作",应届毕业生,本科,数据分析实习生,3k-5k,观远数据,杭州观数信息科技有限公司
2000人以上,"技能培训,节日礼物,年底双薪,带薪年假",不限,本科,bi数据分析师,15k-25k,百世物流,浙江百世技术有限公司
50-150人,,5-10年,本科,数据分析专家,25k-40k,睿若食品,上海睿若食品有限公司
500-2000人,"年终分红,午餐补助,年底双薪,全额五险一金",3-5年,本科,大数据开发工程师,20k-35k,呆萝卜,安徽菜菜电子商务有限公司
500-2000人,"5星办公环境,年底奖金,团队牛B,五险一金",5-10年,本科,大数据开发工程师,15k-30k,涂鸦智能,杭州涂鸦信息技术有限公司
50-150人,"带薪年假,午餐补助",3-5年,本科,bi数据分析师,15k-25k,装点文化,杭州装点文化创意有限公司
500-2000人,"扁平管理,弹性工作,软妹子集中营,股票期权",3-5年,本科,数据仓库工程师,15k-25k,点我达,浙江仟和网络科技有限公司
150-500人,"带薪年假,定期体检,专项奖金,股票期权",1-3年,本科,数据开发工程师,10k-20k,浙江远图互联科技股份有限公司,浙江远图互联科技股份有限公司
2000人以上,"工程师氛围,弹性工作,扁平管理,上班不打卡",应届毕业生,本科,大数据开发工程师-2020校招,10k-20k,有赞,杭州有赞科技有限公司
50-150人,"绩效奖金,年度旅游,管理规范,带薪年假",3-5年,本科,大数据工程师,15k-30k,昵图网,杭州昵图信息技术有限公司
500-2000人,"弹性工作,五险一金,周末双休,节日礼物",3-5年,本科,BI数据分析师,25k-40k,名融网络,杭州名融网络有限公司
500-2000人,"带薪年假,扁平管理,股票期权,定期体检",3-5年,本科,数据开发工程师,13k-23k,数梦工场,杭州数梦工场科技有限公司
500-2000人,"股票期权,带薪年假,绩效奖金,年终分红",3-5年,不限,数据仓库,20k-30k,海拍客,杭州洋驼网络科技有限公司
150-500人,"海量大数据,世界级产品,AI,智能供应链",3-5年,不限,定价分析师 (MJ000369),15k-30k,Club Factory,杭州嘉云数据科技有限公司
2000人以上,"技能培训,节日礼物,年底双薪,带薪年假",不限,本科,大数据开发工程师,13k-25k,百世物流,浙江百世技术有限公司
500-2000人,"绩效奖金,股票期权,年底双薪,专项奖金",3-5年,本科,大数据开发工程师,15k-25k,美柚,厦门美柚信息科技有限公司
500-2000人,"年底双薪,节日礼物,免费班车,股票期权",5-10年,本科,大数据总监 (MJ000459),30k-50k,连连支付,连连银通电子支付有限公司
500-2000人,"扁平管理,弹性工作,期权",1-3年,本科,数据研发工程师,10k-20k,丁香园,观澜网络（杭州）有限公司
150-500人,"年底双薪,股票期权,绩效奖金,带薪年假",3-5年,硕士,大数据开发工程师,20k-40k,禾连健康,浙江禾连网络科技有限公司
500-2000人,"技能培训,股票期权,绩效奖金,岗位晋升",3-5年,本科,大数据研发工程师,20k-30k,同盾科技,同盾科技有限公司
2000人以上,"六险一金,不打卡,姨妈假,扁平管理",1-3年,本科,数据产品经理-杭州,15k-30k,Fordeal,广州哆啦科技有限公司
2000人以上,"年底双薪,带薪年假,股票期权,绩效奖金",5-10年,本科,数据研发工程师/技术专家（财富事业群）,35k-60k,蚂蚁金服集团,支付宝（杭州）信息技术有限公司
500-2000人,"年终分红,午餐补助,年底双薪,全额五险一金",3-5年,大专,BI数据分析师,25k-45k,呆萝卜,安徽菜菜电子商务有限公司
50-150人,"技能培训,节日礼物,股票期权,专项奖金",1-3年,大专,大数据开发工程师（Java方向）,15k-30k,英语趣配音,杭州菲助科技有限公司
150-500人,"年终奖金,做五休二,六险一金,子女福利",3-5年,本科,大数据开发工程师,18k-30k,仟金顶,仟金顶网络科技有限公司
500-2000人,"五险一金,午餐补助,通讯津贴,年底双薪",3-5年,本科,00376-大数据开发工程师,25k-35k,亿咖通科技,浙江亿咖通科技有限公司
500-2000人,"节日礼物,专项奖金,带薪年假,扁平管理",不限,本科,大数据开发实习生,5k-7k,51信用卡管家,杭州恩牛网络技术有限公司
500-2000人,"五险一金,午餐补助,通讯津贴,年底双薪",3-5年,本科,00402-大数据开发工程师,20k-35k,亿咖通科技,浙江亿咖通科技有限公司
15-50人,"年底双薪,扁平管理,五险一金,弹性工作",1-3年,本科,数据开发工程师,7k-10k,创邻科技,浙江创邻科技有限公司
50-150人,"年底双薪,股票期权,专项奖金,带薪年假",5-10年,不限,数据中台负责人,35k-55k,蜂站,杭州蜂站科技有限公司
50-150人,"技能培训,专项奖金,带薪年假,绩效奖金",1-3年,大专,数据开发工程师,8k-15k,丈浔科技,杭州丈浔科技有限公司
50-150人,"股票期权,扁平管理,五险一金,带薪年假",3-5年,不限,大数据开发工程师,15k-30k,孚临金科,浙江孚临科技有限公司
2000人以上,,1-3年,本科,数据管理岗,10k-17k,泰隆银行,浙江泰隆商业银行股份有限公司
500-2000人,"年终分红,股票期权,绩效奖金,五险一金",3-5年,本科,威胁分析师,15k-25k,安恒信息,杭州安恒信息技术股份有限公司
150-500人,"绩效奖金,带薪年假,交通补助,午餐补助",3-5年,本科,大数据开发工程师,18k-30k,崇汉科技,浙江崇汉信息科技有限公司
150-500人,"节日礼物,岗位晋升,年度旅游,扁平管理",5-10年,本科,数据技术总监,30k-60k,青团社,杭州弧途科技有限公司
150-500人,"年底双薪,绩效奖金,带薪年假,弹性工作",3-5年,本科,大数据开发工程师,20k-35k,米雅,杭州米雅信息科技有限公司
500-2000人,"生日趴,每月腐败基金,每月补贴,年度旅游",3-5年,本科,数据系统和风控系统产品经理,15k-25k,贝贝网,杭州贝购科技有限公司
15-50人,"带薪年假,年终分红,股票期权,扁平管理",3-5年,本科,高级数据开发工程师,18k-30k,大乘科技,杭州大乘智能科技有限公司
50-150人,,3-5年,本科,数据仓库专家,20k-30k,大箴（杭州）科技有限公司,大箴（杭州）科技有限公司
15-50人,,5-10年,本科,大数据中心负责人,25k-50k,才猫咨询,湖南才猫管理咨询有限公司
50-150人,"绩效奖金,弹性工作,节日礼物,领导好",5-10年,本科,数据仓库工程师,20k-30k,连线网络,理想连线网络技术股份有限公司
150-500人,"岗位晋升,美女多,帅哥多,领导好",3-5年,本科,数据产品经理,15k-25k,安厨控股有限公司,安厨控股有限公司
500-2000人,"5星办公环境,年底奖金,团队牛B,五险一金",5-10年,本科,大数据架构师,30k-40k,涂鸦智能,杭州涂鸦信息技术有限公司
150-500人,"绩效奖金,午餐补助,节日礼物,扁平管理",5-10年,硕士,数据科学家,30k-60k,华坤道威,浙江华坤道威数据科技有限公司
2000人以上,"五险一金,周末双休,全员mac,全额公积金",3-5年,本科,资深大数据开发工程师(J10006),18k-35k,小电,北京伊电园网络科技有限公司
150-500人,"节日礼物,股票期权,带薪年假,年度旅游",3-5年,本科,资深数据工程师,15k-30k,魔筷科技,杭州魔筷科技有限公司
150-500人,"带薪年假,岗位晋升,年度旅游,扁平管理",3-5年,本科,资深数据开发工程师,18k-28k,浙江聚有财,浙江聚有财金融服务外包有限公司
150-500人,"年终奖金,做五休二,六险一金,子女福利",3-5年,本科,数据建模,20k-35k,仟金顶,仟金顶网络科技有限公司
500-2000人,"扁平管理,弹性工作,软妹子集中营,股票期权",应届毕业生,本科,业务分析实习生,2k-4k,点我达,浙江仟和网络科技有限公司
50-150人,"扁平管理,节日礼物,岗位晋升,免费健身",3-5年,本科,数据产品经理,18k-30k,达摩网络,浙江达摩网络科技有限公司
150-500人,"交通补助,午餐补助,通讯津贴,定期体检",5-10年,本科,数据产品经理,18k-28k,八维通科技,八维通科技有限公司
15-50人,"绩效奖金,定期体检,弹性工作,领导好",5-10年,本科,大数据架构师,40k-60k,云呼吸科技,浙江云呼吸科技有限公司
150-500人,"弹性工作,年度旅游,节日礼物,帅哥多",5-10年,本科,大数据架构师,25k-45k,趣链科技,杭州趣链科技有限公司
500-2000人,"年终分红,股票期权,绩效奖金,五险一金",5-10年,本科,数据架构师,20k-40k,安恒信息,杭州安恒信息技术股份有限公司
2000人以上,"弹性工作,节日礼物,岗位晋升,技能培训",5-10年,不限,数据平台部-资深体验设计师(J190605029),30k-40k,滴滴,北京嘀嘀无限科技发展有限公司
500-2000人,"带薪年假,年度旅游,岗位晋升,扁平管理",5-10年,本科,大数据架构师,30k-50k,爱财集团,爱财科技有限公司
150-500人,"带薪年假,五险一金,双休,午餐补助",不限,本科,数据建模工程师,20k-35k,威佩,杭州威佩网络科技有限公司
500-2000人,"年底多薪,岗位晋升,定期体检,五险一金",5-10年,本科,数据产品经理 (MJ000982),20k-35k,挖财,挖财网络技术有限公司
50-150人,"股票期权,绩效奖金,带薪年假,弹性工作",3-5年,硕士,算法专家/数据科学家,25k-40k,观远数据,杭州观数信息科技有限公司
50-150人,,3-5年,本科,需求分析师,15k-20k,衍锐科技,衍锐科技（杭州）有限公司
150-500人,"年终奖金,做五休二,六险一金,子女福利",不限,本科,大数据建模总监,30k-50k,仟金顶,仟金顶网络科技有限公司
50-150人,"股票期权,绩效奖金,带薪年假,弹性工作",5-10年,本科,数据解决方案技术专家,20k-30k,观远数据,杭州观数信息科技有限公司
500-2000人,"股票期权,带薪年假,绩效奖金,年终分红",5-10年,本科,财务财务分析师,10k-20k,海拍客,杭州洋驼网络科技有限公司
150-500人,"岗位晋升,美女多,帅哥多,领导好",3-5年,本科,数据产品经理,15k-25k,安厨控股有限公司,安厨控股有限公司
150-500人,"定期体检,午餐补助,带薪年假,弹性工作",不限,硕士,游戏运营数据分析研究生,4k-6k,妙聚网络,杭州妙聚网络科技有限公司
500-2000人,"节日礼物,专项奖金,带薪年假,扁平管理",3-5年,不限,决策分析专家,15k-25k,51信用卡管家,杭州恩牛网络技术有限公司
2000人以上,"五险一金,周末双休,全员mac,全额公积金",3-5年,本科,资深大数据开发工程师(J10006),18k-35k,小电,北京伊电园网络科技有限公司
500-2000人,"生日趴,每月腐败基金,每月补贴,年度旅游",3-5年,本科,数据系统和风控系统产品经理,15k-25k,贝贝网,杭州贝购科技有限公司
50-150人,"年底双薪,股票期权,专项奖金,带薪年假",5-10年,不限,数据中台负责人,35k-55k,蜂站,杭州蜂站科技有限公司
50-150人,"股票期权,扁平管理,五险一金,带薪年假",3-5年,不限,大数据开发工程师,15k-30k,孚临金科,浙江孚临科技有限公司
150-500人,"绩效奖金,带薪年假,交通补助,午餐补助",3-5年,本科,大数据开发工程师,18k-30k,崇汉科技,浙江崇汉信息科技有限公司
50-150人,,3-5年,本科,etl数据开发工程师,13k-20k,磐策科技,杭州磐策科技有限公司
150-500人,"年终奖金,做五休二,六险一金,子女福利",3-5年,本科,数据建模,20k-35k,仟金顶,仟金顶网络科技有限公司
150-500人,"节日礼物,股票期权,带薪年假,年度旅游",3-5年,本科,资深数据工程师,15k-30k,魔筷科技,杭州魔筷科技有限公司
150-500人,"年底双薪,大数据,带薪年假,通讯津贴",应届毕业生,不限,大数据开发工程师,15k-30k,数美,北京数美时代科技有限公司
500-2000人,"年底多薪,岗位晋升,定期体检,五险一金",不限,不限,服务运营专员（数据分析方向） (MJ001143),7k-10k,挖财,挖财网络技术有限公司
50-150人,"股票期权,绩效奖金,带薪年假,弹性工作",3-5年,硕士,算法专家/数据科学家,25k-40k,观远数据,杭州观数信息科技有限公司
50-150人,"股票期权,绩效奖金,带薪年假,弹性工作",5-10年,本科,数据解决方案技术专家,20k-30k,观远数据,杭州观数信息科技有限公司
500-2000人,"年底多薪,岗位晋升,定期体检,五险一金",1-3年,本科,商务数据运营 (MJ001155),10k-15k,挖财,挖财网络技术有限公司
2000人以上,"弹性工作,节日礼物,岗位晋升,技能培训",5-10年,不限,数据平台部-资深体验设计师(J190605029),30k-40k,滴滴,北京嘀嘀无限科技发展有限公司
150-500人,"年终奖金,做五休二,六险一金,子女福利",不限,本科,大数据建模总监,30k-50k,仟金顶,仟金顶网络科技有限公司
